O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
7,Mani C Kappen,Independent,67638,2166,69804,50.43,Pala
8,Mani C. Kuriakose,Independent,1065,33,1098,0.79,Pala
9,Sreejith V S,Independent,191,4,195,0.14,Pala
10,Santhosh Pulickal,Independent,439,5,444,0.32,Pala
11,Sunil Alancheril,Independent,88,5,93,0.07,Pala
12,Nota,None of the Above,597,7,604,0.44,Pala
1,Adv. Anju Mathew,Bahujan Samaj Party,1188,19,1207,0.92,Kaduthuruthy
2,Ligin Lal,Bharatiya Janata Party,11419,251,11670,8.88,Kaduthuruthy
3,Stephen George,Kerala Congress (M),53819,1591,55410,42.17,Kaduthuruthy
4,Adv. Jaimon Thankachan,Samajwadi Jan Parishad,287,15,302,0.23,Kaduthuruthy
5,Adv. Mons Joseph,Kerala Congress,57856,1810,59666,45.4,Kaduthuruthy
6,Vinod K Jose,Independent,2386,39,2425,1.85,Kaduthuruthy
7,Nota,None of the Above,727,4,731,0.56,Kaduthuruthy
1,Akhiljith Kallara,Bahujan Samaj Party,704,22,726,0.57,Vaikom
2,C.K Asha,Communist Party of India,69483,1905,71388,55.96,Vaikom
3,Dr.P.R Sona,Indian National Congress,41108,1158,42266,33.13,Vaikom
4,Ajitha Sabu,Bharath Dharma Jana Sena,11708,245,11953,9.37,Vaikom
5,Bindu,Bahujan Dravida Party,251,7,258,0.2,Vaikom
6,T.K Sabu,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),140,12,152,0.12,Vaikom
7,Kuttan Kattachira,Independent,150,13,163,0.13,Vaikom
8,Nota,None of the Above,657,13,670,0.53,Vaikom
1,Jijith K Joy,Bahujan Samaj Party,1135,30,1165,0.92,Ettumanoor
2,V N Vasavan,Communist Party of India (Marxist),56632,1657,58289,46.2,Ettumanoor
3,T N Harikumar,Bharatiya Janata Party,13401,345,13746,10.9,Ettumanoor
4,A G Ajayakumar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),244,3,247,0.2,Ettumanoor
5,Adv. Prince Lukose,Kerala Congress,42598,1388,43986,34.86,Ettumanoor
6,Charley Thomas Panikkaridam,Independent,305,25,330,0.26,Ettumanoor
7,Lathika Subhash,Independent,7410,214,7624,6.04,Ettumanoor
8,Nota,None of the Above,768,12,780,0.62,Ettumanoor
1,Adv.K.Anilkumar,Communist Party of India (Marxist),45974,684,46658,38.33,Kottayam
2,Thiruvanchoor Radhakrishnan,Indian National Congress,64309,1092,65401,53.72,Kottayam
3,Minerva Mohan,Bharatiya Janata Party,8501,110,8611,7.07,Kottayam
4,Sreekumar Chakkala,Bahujan Samaj Party,372,2,374,0.31,Kottayam
5,Arun Mangattu,Akhil Bharat Hindu Mahasabha,75,2,77,0.06,Kottayam
6,M.K.Shahazad,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),138,6,144,0.12,Kottayam
7,Nota,None of the Above,468,5,473,0.39,Kottayam
1,Abhilash P P,Bahujan Samaj Party,751,12,763,0.58,Puthuppally
2,Oommen Chandy,Indian National Congress,61606,1766,63372,48.08,Puthuppally
3,Jaick C Thomas,Communist Party of India (Marxist),53379,949,54328,41.22,Puthuppally
4,N Hari,Bharatiya Janata Party,11495,199,11694,8.87,Puthuppally
5,M V Cherian,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),141,5,146,0.11,Puthuppally
6,George Joseph Vathappally,Independent,988,9,997,0.76,Puthuppally
7,Nota,None of the Above,483,14,497,0.38,Puthuppally
1,Amruth Dev T,Bahujan Samaj Party,1048,31,1079,0.87,Changanassery
2,Adv. Job Maichil,Kerala Congress (M),54244,1181,55425,44.85,Changanassery
3,Adv G Raman Nair,Bharatiya Janata Party,14106,385,14491,11.73,Changanassery
4,M. K. Nizamuddin,SOCIAL DEMOCRATIC PARTY OF INDIA,1065,10,1075,0.87,Changanassery
5,Rejitha Jayaram,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),323,5,328,0.27,Changanassery
6,V. J. Laly,Kerala Congress,47997,1369,49366,39.94,Changanassery
7,Joemon Joseph Srampickal,Independent,138,19,157,0.13,Changanassery
8,Tijo Karikkandam,Independent,1077,17,1094,0.89,Changanassery
9,Babychen Mukkadan,Independent,134,2,136,0.11,Changanassery
10,Nota,None of the Above,430,4,434,0.35,Changanassery
1,Alphons Kannanthanam,Bharatiya Janata Party,28568,589,29157,21.17,Kanjirappally
2,Ashik M M,Bahujan Samaj Party,720,7,727,0.53,Kanjirappally
3,Dr.N.Jayaraj,Kerala Congress (M),59151,1148,60299,43.79,Kanjirappally
4,Joseph Vazhackan,Indian National Congress,45296,1300,46596,33.84,Kanjirappally
5,Mayamol K P,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),292,8,300,0.22,Kanjirappally
6,Nota,None of the Above,622,2,624,0.45,Kanjirappally
1,Ancy George,Bahujan Samaj Party,590,6,596,0.43,Poonjar
2,Adv. Tomy Kallany,Indian National Congress,33694,939,34633,24.76,Poonjar
3,Adv. Sebastian Kulathunkal,Kerala Congress (M),57630,1038,58668,41.94,Poonjar
4,Abdu Samad,Kerala Janatha Party,253,6,259,0.19,Poonjar
5,P.C.George Plathottam,"Kerala Janapaksham (Secular),",41049,802,41851,29.92,Poonjar
6,M. P. Sen,Bharath Dharma Jana Sena,2928,37,2965,2.12,Poonjar
7,Albin Mathew,Independent,201,4,205,0.15,Poonjar
8,M. V. George,Independent,264,14,278,0.2,Poonjar
9,Tomy Chemarapallil,Independent,91,3,94,0.07,Poonjar
10,Nota,None of the Above,332,13,345,0.25,Poonjar
1,Daleema,Communist Party of India (Marxist),73865,1752,75617,45.97,Aroor
2,Rugma Pradeep,Bahujan Samaj Party,665,17,682,0.41,Aroor
3,Adv. Shanimol Osman,Indian National Congress,67023,1581,68604,41.71,Aroor
4,Aniyappan,Bharath Dharma Jana Sena,17233,246,17479,10.63,Aroor
5,Ambika K N (Priyanka Anup),Democratic Social Justice Party,466,9,475,0.29,Aroor
6,K Prathapan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),358,16,374,0.23,Aroor
7,Pramod Perumpuzha,Anna Democratic Human Rights Movement Party of India,161,0,161,0.1,Aroor
8,Vayalar Rajeevan,Bahujan Dravida Party,159,5,164,0.1,Aroor
9,Chandran,Independent,88,1,89,0.05,Aroor
10,Nota,None of the Above,833,13,846,0.51,Aroor
1,Vayalar Jayakumar,Bahujan Samaj Party,594,19,613,0.34,Cherthala
2,P Prasad,Communist Party of India,80876,2826,83702,47,Cherthala
3,Adv.S Sarath,Indian National Congress,74886,2668,77554,43.55,Cherthala
4,Adv.P S Jyothis,Bharath Dharma Jana Sena,14254,308,14562,8.18,Cherthala
5,Karthikeyan,Independent,192,1,193,0.11,Cherthala
6,Sarath S Kannattuveli,Independent,487,14,501,0.28,Cherthala
7,Shajahan V A,Independent,178,23,201,0.11,Cherthala
8,Adv.Sonnymon K Mathew,Independent,164,5,169,0.09,Cherthala
9,Nota,None of the Above,583,19,602,0.34,Cherthala
1,P.P Chitharanjan,Communist Party of India (Marxist),71262,2150,73412,46.33,Alappuzha
2,Dr.K.S Manoj,Indian National Congress,60095,1673,61768,38.98,Alappuzha
3,Sandeep Vachaspati,Bharatiya Janata Party,21204,446,21650,13.66,Alappuzha
4,Subeendran K.C,Bahujan Samaj Party,204,3,207,0.13,Alappuzha
5,K.A Vinod,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),202,3,205,0.13,Alappuzha
6,Shylendran,Bahujan Dravida Party,114,1,115,0.07,Alappuzha
7,Nota,None of the Above,1068,21,1089,0.69,Alappuzha
1,Anoop Antony,Bharatiya Janata Party,21974,415,22389,16.34,Ambalapuzha
2,Adv.M.Liju,Indian National Congress,48841,1399,50240,36.67,Ambalapuzha
3,H.Salam,Communist Party of India (Marxist),59602,1763,61365,44.79,Ambalapuzha
4,M.M.Thahir,SOCIAL DEMOCRATIC PARTY OF INDIA,1672,18,1690,1.23,Ambalapuzha
5,Subaida,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),218,3,221,0.16,Ambalapuzha
6,Subhadramma Thottappally,Welfare Party Of India,513,12,525,0.38,Ambalapuzha
7,Nota,None of the Above,562,29,591,0.43,Ambalapuzha
1,Thomas K Thomas,Nationalist Congress Party,55532,1847,57379,45.67,Kuttanad
2,Adv. Jacob Abraham,Kerala Congress,49876,1987,51863,41.28,Kuttanad
3,Thampi Mettuthara,Bharath Dharma Jana Sena,14551,395,14946,11.9,Kuttanad
4,Biju Xavier,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),369,23,392,0.31,Kuttanad
5,Dr. Vinu,Democratic Social Justice Party,514,19,533,0.42,Kuttanad
6,Nota,None of the Above,513,10,523,0.42,Kuttanad
1,Ramesh Chennithala,Indian National Congress,70056,2712,72768,48.31,Haripad
2,Adv. R. Sajilal,Communist Party of India,57251,1851,59102,39.24,Haripad
3,K. Soman,Bharatiya Janata Party,17441,449,17890,11.88,Haripad
4,Madhu. T,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),194,10,204,0.14,Haripad
5,Adv. Niyaz Bharati,Independent,118,5,123,0.08,Haripad
6,Nota,None of the Above,525,11,536,0.36,Haripad
1,Aritha Babu,Indian National Congress,69044,2006,71050,44.06,Kayamkulam
2,Adv. U. Prathibha,Communist Party of India (Marxist),75173,2175,77348,47.97,Kayamkulam
3,Pradeeplal,Bharath Dharma Jana Sena,11087,326,11413,7.08,Kayamkulam
4,Myna Gopinath,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),145,5,150,0.09,Kayamkulam
5,Geevarghese Samuel,Independent,201,4,205,0.13,Kayamkulam
6,Maniyappan Achari,Independent,354,13,367,0.23,Kayamkulam
7,Rajeev R,Independent,216,15,231,0.14,Kayamkulam
8,Sathyanarayanan S,Independent,67,6,73,0.05,Kayamkulam
9,Nota,None of the Above,414,6,420,0.26,Kayamkulam
1,M S Arun Kumar,Communist Party of India (Marxist),69623,2120,71743,47.61,Mavelikara
2,K K Shaju,Indian National Congress,45246,1780,47026,31.21,Mavelikara
3,K Sanju,Bharatiya Janata Party,30215,740,30955,20.54,Mavelikara
4,K Sasikumar,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),147,4,151,0.1,Mavelikara
5,Suresh Nooranad,Ambedkarite Party of India,158,7,165,0.11,Mavelikara
6,B Subhash,Independent,128,3,131,0.09,Mavelikara
7,Nota,None of the Above,513,6,519,0.34,Mavelikara
1,M. V. Gopakumar,Bharatiya Janata Party,33789,831,34620,23.52,Chengannur
2,M. Murali,Indian National Congress,38099,1310,39409,26.78,Chengannur
3,Shaji T. George,Bahujan Samaj Party,523,11,534,0.36,Chengannur
4,Saji Cherian,Communist Party of India (Marxist),69501,2001,71502,48.58,Chengannur
5,T. K. Gopinathan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),308,8,316,0.21,Chengannur
6,Melvin. K. Mathew,Democratic Social Justice Party,190,8,198,0.13,Chengannur
7,Poulose,Independent,99,2,101,0.07,Chengannur
8,Nota,None of the Above,449,42,491,0.33,Chengannur
1,Ashokan Kulanada,Bharatiya Janata Party,21954,720,22674,16.25,Thiruvalla
2,Adv. Mathew T Thomas,Janata Dal (Secular),60036,2142,62178,44.56,Thiruvalla
3,Rajendradas,Bahujan Samaj Party,1049,25,1074,0.77,Thiruvalla
4,Kunju Koshy Paul,Kerala Congress,48665,2092,50757,36.37,Thiruvalla
5,Vinod Kumar,Democratic Social Justice Party,377,3,380,0.27,Thiruvalla
6,Adv. Thomas Mathew (Roy),Independent,1423,38,1461,1.05,Thiruvalla
7,K .P Yesudas,Independent,180,16,196,0.14,Thiruvalla
8,Surendran Kottoorathil,Independent,212,4,216,0.15,Thiruvalla
9,Nota,None of the Above,570,38,608,0.44,Thiruvalla
1,Adv. Anumol N.,Bahujan Samaj Party,1132,27,1159,0.91,Ranni
2,Adv. Pramod Narayan,Kerala Congress (M),51111,1558,52669,41.22,Ranni
3,Rinku Cherian,Indian National Congress,49398,1986,51384,40.21,Ranni
4,Asharaf Pezhumkattil,SOCIAL DEMOCRATIC PARTY OF INDIA,875,11,886,0.69,Ranni
5,Jomon Kochethu,Rashtriya Janata Dal,336,3,339,0.27,Ranni
6,K. Padmakumar,Bharath Dharma Jana Sena,19043,544,19587,15.33,Ranni
7,Aji B. Ranni,Independent,269,13,282,0.22,Ranni
8,Benny Puthenparampil (Thomas Mathew),Independent,818,24,842,0.66,Ranni
9,Adv. Manju K. Nair (Kottarathil),Independent,194,4,198,0.15,Ranni
10,Nota,None of the Above,422,9,431,0.34,Ranni
1,Biju Mathew,Bharatiya Janata Party,28226,873,29099,17.98,Aranmula
2,Veena George,Communist Party of India (Marxist),72192,2758,74950,46.3,Aranmula
3,Adv. K. Sivadasan Nair,Indian National Congress,53142,2805,55947,34.56,Aranmula
4,Omalloor Ramachandran,Ambedkarite Party of India,229,7,236,0.15,Aranmula
5,Santhi Omalloor,Anna Democratic Human Rights Movement Party of India,130,3,133,0.08,Aranmula
6,Arjunan C. K,Independent,65,2,67,0.04,Aranmula
7,Prasanth Aranmula,Independent,129,14,143,0.09,Aranmula
8,Sivadasan Nair S/O Raghavan Nair,Independent,607,22,629,0.39,Aranmula
9,G. Sugathan,Independent,86,1,87,0.05,Aranmula
10,Nota,None of the Above,564,11,575,0.36,Aranmula
1,Adv. K.U Jenish Kumar,Communist Party of India (Marxist),60166,2152,62318,41.62,Konni
2,K. Surendran,Bharatiya Janata Party,31994,817,32811,21.91,Konni
3,Robin Peter,Indian National Congress,51859,1951,53810,35.94,Konni
4,Raghu P,Anna Democratic Human Rights Movement Party of India,212,2,214,0.14,Konni
5,Suku Balan,Ambedkarite Party of India,120,2,122,0.08,Konni
6,Manoharan,Independent,72,3,75,0.05,Konni
7,Nota,None of the Above,370,2,372,0.25,Konni
1,M. G. Kannan,Indian National Congress,61488,2162,63650,40.96,Adoor
2,Chittayam Gopakumar,Communist Party of India,63958,2611,66569,42.83,Adoor
3,Adv. Pandalam Prathapan,Bharatiya Janata Party,23299,681,23980,15.43,Adoor
4,Vipin Kanikonathu,Bahujan Samaj Party,177,1,178,0.11,Adoor
5,Rajankulakkada,Anna Democratic Human Rights Movement Party of India,88,7,95,0.06,Adoor
6,Saranyaraj,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),121,6,127,0.08,Adoor
7,R. Kannan S/O Rajan,Independent,210,8,218,0.14,Adoor
8,Nota,None of the Above,580,14,594,0.38,Adoor
1,Bitty Sudheer,Bharatiya Janata Party,11847,297,12144,7.01,Karunagappally
2,C. R Mahesh,Indian National Congress,91849,2376,94225,54.38,Karunagappally
3,R. Ramachandran,Communist Party of India,62810,2207,65017,37.52,Karunagappally
4,Bhargavan S,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),275,8,283,0.16,Karunagappally
5,Madhu,Anna Democratic Human Rights Movement Party of India,126,2,128,0.07,Karunagappally
6,Adv. Sumayya Najeeb,SOCIAL DEMOCRATIC PARTY OF INDIA,1030,7,1037,0.6,Karunagappally
7,Nota,None of the Above,439,11,450,0.26,Karunagappally
1,Vivek Gopan,Bharatiya Janata Party,13943,268,14211,9.95,Chavara
2,Shibu Baby John,Revolutionary Socialist Party,60103,2083,62186,43.52,Chavara
3,Johnson Kandachira,Independent,1209,14,1223,0.86,Chavara
4,Viji Ratheesh,Independent,369,7,376,0.26,Chavara
5,Dr.Sujith Vijayanpillai,Independent,61220,2062,63282,44.29,Chavara
6,Sujithmon,Independent,895,6,901,0.63,Chavara
7,Nota,None of the Above,679,22,701,0.49,Chavara
1,R.S. Anju,Bahujan Samaj Party,920,26,946,0.59,Kunnathur
2,Ullas Kovoor,Revolutionary Socialist Party,64326,2320,66646,41.4,Kunnathur
3,Rajiprasad,Bharatiya Janata Party,21121,639,21760,13.52,Kunnathur
4,R. Sukumaran,Anna Democratic Human Rights Movement Party of India,319,7,326,0.2,Kunnathur
5,Arunkumar S Uliyacovil,Independent,310,15,325,0.2,Kunnathur
6,Kovoor Kunjumon,Independent,66807,2629,69436,43.13,Kunnathur
7,Manthara Velayudhan,Independent,612,11,623,0.39,Kunnathur
8,Nota,None of the Above,884,38,922,0.57,Kunnathur
1,K N Balagopal,Communist Party of India (Marxist),66612,2158,68770,45.98,Kottarakkara
2,R Resmi,Indian National Congress,56127,1829,57956,38.75,Kottarakkara
3,Adv. Vayakkal Soman,Bharatiya Janata Party,20710,513,21223,14.19,Kottarakkara
4,Usha Kottarakkara,Anna Democratic Human Rights Movement Party of India,453,7,460,0.31,Kottarakkara
5,E. Kunjumon,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),83,4,87,0.06,Kottarakkara
6,Jaineendran T,Shiv Sena,57,0,57,0.04,Kottarakkara
7,V Venugopal,Democratic Social Justice Party,86,10,96,0.06,Kottarakkara
8,Eyyamkodu Manikuttan,Independent,81,9,90,0.06,Kottarakkara
9,Mathews K Lukose,Independent,133,3,136,0.09,Kottarakkara
10,Lal Viswan,Independent,103,0,103,0.07,Kottarakkara
11,Nota,None of the Above,568,6,574,0.38,Kottarakkara
1,V.S. Jithin Dev,Bharatiya Janata Party,12096,302,12398,9.05,Pathanapuram
2,Jyothikumar Chamakkala,Indian National Congress,51350,1590,52940,38.63,Pathanapuram
3,P. Krishnammal,Marxist Communist Party of India (United),2062,29,2091,1.53,Pathanapuram
4,K.B. Ganesh Kumar,Kerala Congress (B),65304,1972,67276,49.09,Pathanapuram
5,Adv. Faizy. M. Pasha,SOCIAL DEMOCRATIC PARTY OF INDIA,1179,13,1192,0.87,Pathanapuram
6,Baiju Pathanapuram,Anna Democratic Human Rights Movement Party of India,395,16,411,0.3,Pathanapuram
7,Aji Kadassery,Independent,247,7,254,0.19,Pathanapuram
8,Nota,None of the Above,442,32,474,0.35,Pathanapuram
1,Abdurahiman Randathani,Indian Union Muslim League,42448,923,43371,29.66,Punalur
2,Ayoor Murali,Bharatiya Janata Party,19692,377,20069,13.72,Punalur
3,P S Supal,Communist Party of India,78323,2105,80428,54.99,Punalur
4,Prakash Anchal,Anna Democratic Human Rights Movement Party of India,397,10,407,0.28,Punalur
5,K Mahesh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),390,17,407,0.28,Punalur
6,Thenmala Nagarajan,Independent,254,10,264,0.18,Punalur
7,Shibu M Skaria,Independent,594,23,617,0.42,Punalur
8,Nota,None of the Above,672,16,688,0.47,Punalur
1,J.Chinchurani,Communist Party of India,64754,2498,67252,45.69,Chadayamangalam
2,M.M.Naseer,Indian National Congress,51745,1829,53574,36.4,Chadayamangalam
3,Lalu,Bahujan Samaj Party,400,6,406,0.28,Chadayamangalam
4,Vishnu Pattathanam,Bharatiya Janata Party,21747,491,22238,15.11,Chadayamangalam
5,Archana Prajith,Welfare Party Of India,590,15,605,0.41,Chadayamangalam
6,Ratheesh Kadakkal,Anna Democratic Human Rights Movement Party of India,268,12,280,0.19,Chadayamangalam
7,Sharafath Mallam,SOCIAL DEMOCRATIC PARTY OF INDIA,1853,26,1879,1.28,Chadayamangalam
8,Shibu.K.Chadayamangalam,Independent,257,1,258,0.18,Chadayamangalam
9,Nota,None of the Above,671,14,685,0.47,Chadayamangalam
1,J.Mercykutty Amma,Communist Party of India (Marxist),69906,1976,71882,45.96,Kundara
2,P.C.Vishnunadh,Indian National Congress,74664,1741,76405,48.85,Kundara
3,R.Rahul,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),444,13,457,0.29,Kundara
4,Vanaja Vidyadharan,Bharath Dharma Jana Sena,5983,117,6100,3.9,Kundara
5,Vinod Bahuleyan,Rashtriya Janata Dal,169,3,172,0.11,Kundara
6,Shiju M Varghese,Democratic Social Justice Party,181,5,186,0.12,Kundara
7,Sibu Karamcodu,Anna Democratic Human Rights Movement Party of India,227,2,229,0.15,Kundara
8,Santhosh Adooran,Independent,252,8,260,0.17,Kundara
9,Nota,None of the Above,692,18,710,0.45,Kundara
1,Adv. Bindhu Krishna,Indian National Congress,55035,1417,56452,43.27,Kollam
2,M Mukesh,Communist Party of India (Marxist),56898,1626,58524,44.86,Kollam
3,Remanan,Bahujan Samaj Party,282,8,290,0.22,Kollam
4,Sunil M,Bharatiya Janata Party,14029,223,14252,10.93,Kollam
5,Baby S,Anna Democratic Human Rights Movement Party of India,178,5,183,0.14,Kollam
6,Nota,None of the Above,733,17,750,0.57,Kollam
1,M. Noushad,Communist Party of India (Marxist),69793,1780,71573,56.25,Eravipuram
2,Babudivakaran,Revolutionary Socialist Party,42452,1000,43452,34.15,Eravipuram
3,Mohanan Mayyanad,Bahujan Samaj Party,535,8,543,0.43,Eravipuram
4,M. Unnikrishnan,Anna Democratic Human Rights Movement Party of India,424,6,430,0.34,Eravipuram
5,Renjith Ravindran,Bharath Dharma Jana Sena,8353,115,8468,6.66,Eravipuram
6,S. Sudhilal,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),205,8,213,0.17,Eravipuram
7,Ayathil Riyas,SOCIAL DEMOCRATIC PARTY OF INDIA,1441,3,1444,1.13,Eravipuram
8,N. Shihabudeen,Independent,183,4,187,0.15,Eravipuram
9,Nota,None of the Above,914,17,931,0.73,Eravipuram
1,B. B. Gopakumar,Bharatiya Janata Party,41305,785,42090,30.61,Chathannur
2,G.S. Jayalal,Communist Party of India,57529,1767,59296,43.12,Chathannur
3,N. Peethambarakurup,Indian National Congress,33206,1074,34280,24.93,Chathannur
4,Sunu Bhaskaran,Bahujan Samaj Party,359,5,364,0.26,Chathannur
5,Shanmughan Paravur,Anna Democratic Human Rights Movement Party of India,518,6,524,0.38,Chathannur
6,Varinjam Rajeev,Independent,122,13,135,0.1,Chathannur
7,Sethu,Independent,168,4,172,0.13,Chathannur
8,Nota,None of the Above,616,26,642,0.47,Chathannur
1,Anu M.C,Bahujan Samaj Party,1920,28,1948,1.44,Varkala
2,Adv. V Joy,Communist Party of India (Marxist),66874,1942,68816,50.89,Varkala
3,Adv. Brm Shafeer,Indian National Congress,49849,1146,50995,37.71,Varkala
4,Aji S,Bharath Dharma Jana Sena,10957,257,11214,8.29,Varkala
5,Anilkumar P,Democratic Human Rights Movement Party,455,5,460,0.34,Varkala
6,Prince,Independent,615,43,658,0.49,Varkala
7,Shefeer,Independent,313,10,323,0.24,Varkala
8,Nota,None of the Above,801,14,815,0.6,Varkala
1,O S Ambika,Communist Party of India (Marxist),67003,2895,69898,47.35,Attingal
2,Vipinlal Vidhyadharan,Bahujan Samaj Party,894,33,927,0.63,Attingal
3,Adv. A Sreedharan,Revolutionary Socialist Party,35672,1266,36938,25.02,Attingal
4,Adv. P Sudheer,Bharatiya Janata Party,37455,807,38262,25.92,Attingal
5,Asha Prakash,Anna Democratic Human Rights Movement Party of India,332,7,339,0.23,Attingal
6,Ambili,Independent,178,13,191,0.13,Attingal
7,Nota,None of the Above,1032,39,1071,0.73,Attingal
1,Anil Mangalapuram,Bahujan Samaj Party,1077,20,1097,0.76,Chirayinkeezhu
2,B. S. Anoop,Indian National Congress,47402,1215,48617,33.51,Chirayinkeezhu
3,Ashanath G. S,Bharatiya Janata Party,30369,617,30986,21.36,Chirayinkeezhu
4,V. Sasi,Communist Party of India,60701,1933,62634,43.17,Chirayinkeezhu
5,Advocate G. Anil Kumar,Welfare Party Of India,605,11,616,0.42,Chirayinkeezhu
6,Anoop Gangan,Independent,369,3,372,0.26,Chirayinkeezhu
7,Nota,None of the Above,750,8,758,0.52,Chirayinkeezhu
1,Adv. G. R. Anil,Communist Party of India,70245,2497,72742,47.54,Nedumangad
2,Adv. J. R. Padmakumar,Bharatiya Janata Party,26242,619,26861,17.56,Nedumangad
3,P. S. Prasanth,Indian National Congress,47877,1556,49433,32.31,Nedumangad
4,Bipin Pallipuram,Bahujan Samaj Party,553,10,563,0.37,Nedumangad
5,Irshad Kanyakulangara,SOCIAL DEMOCRATIC PARTY OF INDIA,1867,17,1884,1.23,Nedumangad
6,Ebinu. S,Independent,132,14,146,0.1,Nedumangad
7,Thathankodu Kannan,Independent,165,5,170,0.11,Nedumangad
8,Prasanth. C S/O Chandran. K,Independent,145,15,160,0.1,Nedumangad
9,Hari Vellanadu,Independent,126,0,126,0.08,Nedumangad
10,Nota,None of the Above,903,14,917,0.6,Nedumangad
1,Anad Jayan,Indian National Congress,61071,1824,62895,42.92,Vamanapuram
2,Adv. D. K. Murali,Communist Party of India (Marxist),70468,2669,73137,49.91,Vamanapuram
3,Santhosh T.,Bahujan Samaj Party,542,10,552,0.38,Vamanapuram
4,Ajmal Ismail,SOCIAL DEMOCRATIC PARTY OF INDIA,2314,11,2325,1.59,Vamanapuram
5,Ashokan T. Vamanapuram,Ambedkarite Party of India,294,7,301,0.21,Vamanapuram
6,Thazhava Sahadevan,Bharath Dharma Jana Sena,5511,92,5603,3.82,Vamanapuram
7,Attukal Aji,Independent,397,23,420,0.29,Vamanapuram
8,Navas C. M.,Independent,101,33,134,0.09,Vamanapuram
9,Bharathanoor Maniraj,Independent,129,3,132,0.09,Vamanapuram
10,R. Murali,Independent,293,17,310,0.21,Vamanapuram
11,Nota,None of the Above,695,21,716,0.49,Vamanapuram
1,Kadakampally Surendran,Communist Party of India (Marxist),62176,1514,63690,46.04,Kazhakkoottam
2,Kochumani,Bahujan Samaj Party,370,7,377,0.27,Kazhakkoottam
3,Dr. S. S. Lal,Indian National Congress,32198,797,32995,23.85,Kazhakkoottam
4,Sobha Surendran,Bharatiya Janata Party,39504,689,40193,29.06,Kazhakkoottam
5,Lalumon,Independent,111,1,112,0.08,Kazhakkoottam
6,V. Sasikumaran Nair,Independent,123,6,129,0.09,Kazhakkoottam
7,Syamlal,Independent,85,0,85,0.06,Kazhakkoottam
8,Adv. Sen A. G.,Independent,71,5,76,0.05,Kazhakkoottam
9,Nota,None of the Above,655,13,668,0.48,Kazhakkoottam
1,Adv.V.K.Prasanth,Communist Party of India (Marxist),59193,1918,61111,44.4,Vattiyoorkavu
2,N.Murali,Bahujan Samaj Party,413,6,419,0.3,Vattiyoorkavu
3,Adv.V.V.Rajesh,Bharatiya Janata Party,38558,1038,39596,28.77,Vattiyoorkavu
4,Adv.Veena.S.Nair,Indian National Congress,34292,1163,35455,25.76,Vattiyoorkavu
5,A.Shyju,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),200,1,201,0.15,Vattiyoorkavu
6,Nota,None of the Above,844,10,854,0.62,Vattiyoorkavu
1,Krishnakumar G,Bharatiya Janata Party,34371,625,34996,27.29,Thiruvananthapuram
2,V .S .Sivakumar,Indian National Congress,40804,855,41659,32.49,Thiruvananthapuram
3,Adv.Antony Raju,Janadhipathiya Kerala Congress,47950,798,48748,38.01,Thiruvananthapuram
4,A .Saboora,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),356,10,366,0.29,Thiruvananthapuram
5,Abhilash Vadakkan,Independent,433,3,436,0.34,Thiruvananthapuram
6,Antony Raju S/O Raju,Independent,185,5,190,0.15,Thiruvananthapuram
7,Krishnakumar T .S S/O Sankarankutty,Independent,87,2,89,0.07,Thiruvananthapuram
8,Chala Mohanan D,Independent,238,7,245,0.19,Thiruvananthapuram
9,Raju Antony,Independent,281,8,289,0.23,Thiruvananthapuram
10,Sivakumar. K S/O Kumara Swamy,Independent,161,3,164,0.13,Thiruvananthapuram
11,Nota,None of the Above,1034,20,1054,0.82,Thiruvananthapuram
1,Kummanam Rajasekharan,Bharatiya Janata Party,50856,1032,51888,35.54,Nemom
2,K.Muraleedharan,Indian National Congress,35532,992,36524,25.01,Nemom
3,D.Vijayan,Bahujan Samaj Party,352,4,356,0.24,Nemom
4,V.Sivankutty,Communist Party of India (Marxist),54452,1385,55837,38.24,Nemom
5,Jain Wilson,Independent,164,1,165,0.11,Nemom
